last_name, first_name,player_id,year,xwoba,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,
Crawford, Kutter,676710,2022,.331,89.7,17.1,8.8,68.2,19.1,27.5,41.3,50.3,49.7,38.5,94.6,2420,-10,-11.6,5.9,85.2,2431,5.1,-37.7,7.2,86.6,1322,-10.9,-25.9,16.9,79.7,2271,9.2,-57.5,16.9,,,,,,31.5,88.8,2422,4.4,-26.7,,,,,,,70,91.9,2421,-3.5,-18.4,16.2,22.8,81.2,2312,8.1,-52.3,7.2,86.6,1322,-10.9,-25.9,
Hughes, Brandon,676714,2022,.305,88.8,19,11.1,69,21.7,32.3,53.9,54.3,45.7,48.2,93.2,2313,12.9,-16.8,45.7,82.9,2372,-3.8,-36.5,1.2,85.3,1964,17.4,-30.7,,,,,,,4.9,93.2,2236,16.2,-21.6,,,,,,,,,,,,53.2,93.2,2306,13.3,-17.2,19.7,45.7,82.9,2372,-3.8,-36.5,1.2,85.3,1964,17.4,-30.7,
Marinaccio, Ron,676760,2022,.257,84.5,16.6,5.3,64.3,24.9,29.6,46.9,57.1,42.9,44.3,94.6,2325,-12.5,-13.6,,,,,,37.9,83.9,1981,-17.1,-37.4,,,,,,,,,,,,,,,,,,,,,,,44.3,94.6,2325,-12.5,-13.6,21.3,17.8,80.4,2354,14.4,-36.8,37.9,83.9,1981,-17.1,-37.4,
Ashby, Aaron,676879,2022,.301,87.1,2,6.8,58.5,18.2,30.1,50.9,50.4,49.6,3.3,95.5,2116,8.8,-16.7,29.2,83.5,2546,-9.4,-42.3,20.7,89.1,1784,14.8,-31.2,12.7,79.7,2596,-7.8,-59,17.6,34,95.7,2091,15.4,-20.1,,,,,,,,,,,,37.3,95.6,2093,14.8,-19.8,18.1,42,82.4,2561,-9,-47.4,20.7,89.1,1784,14.8,-31.2,
Garcia, Luis,677651,2022,.295,88.4,17.1,7.8,69.5,19.7,29.8,49.6,51.8,48.2,42.1,94,2408,-7.5,-13.1,8.8,79.6,2525,15.2,-45.2,9.4,84.8,2032,-17,-28,10.2,77.1,2577,5.9,-57.1,12.5,0.2,90.6,2232,-16.9,-19.6,29.4,85.3,2354,5.1,-32.2,,,,,,,71.7,90.4,2385,-2.3,-20.9,14.8,19,78.2,2553,10.2,-51.6,9.4,84.8,2032,-17,-28,
Bello, Brayan,678394,2022,.303,88,5.3,5.4,65.2,18.2,30.3,39.5,55.3,44.7,18.7,97,2202,-9.5,-15.7,22,85,2497,4.2,-39.7,23.7,88.2,1876,-16.7,-30.4,0.5,80.2,2448,1.7,-52.9,10.6,35.2,96.3,2122,-17.2,-25.1,,,,,,,,,,,,53.9,96.5,2150,-14.5,-21.9,17.4,22.5,84.8,2496,4.1,-40,23.7,88.2,1876,-16.7,-30.4,
Gray, Josiah,680686,2022,.319,87.4,19.7,10.7,64.8,19,27.5,43.1,53.7,46.3,39.2,94.4,2216,-10,-13,29.5,85.8,2030,1.6,-31.6,2.8,88.2,2056,-16,-25.2,24.8,82.7,2490,2,-45.4,6.2,3.7,94.7,2277,-15.7,-17,,,,,,,,,,,,42.9,94.4,2222,-10.5,-13.3,20.6,54.3,84.4,2240,1.8,-37.9,2.8,88.2,2056,-16,-25.2,
Bradish, Kyle,680694,2022,.327,89.9,8.7,7.8,66.6,13.6,25.2,48.8,51.3,48.7,44.5,94.6,2305,1.3,-14.4,29.8,86.9,2483,10.8,-37.4,8.5,89.9,1427,-12.2,-24.3,12.9,83.2,2517,5.8,-53.1,14.7,4.4,95.3,2156,-11.8,-15.3,,,,,,,,,,,,48.8,94.7,2292,0.1,-14.4,16.6,42.6,85.8,2493,9.3,-42.1,8.5,89.9,1427,-12.2,-24.3,
Sandlin, Nick,680704,2022,.286,86.5,8,4.5,69.1,19.7,27,44,54.5,45.5,20.5,93.6,2308,-11.3,-20.2,44.7,78.9,2617,12.7,-37.8,,,,,,,,,,,,27,93.5,2151,-15.8,-28.8,,,,,,7.7,88.3,1507,-11.7,-36.2,12.1,47.6,93.5,2220,-13.9,-25.1,16.2,44.7,78.9,2617,12.7,-37.8,7.7,88.3,1507,-11.7,-36.2,
Winder, Josh,680739,2022,.349,89.1,17.1,10.1,69.6,13.2,29,40.2,53.9,46.1,40.4,94,2023,-8.3,-13.4,33.3,84.3,2118,1,-37.1,14.2,88.9,1516,-12.4,-24.2,12.1,81,2156,1.8,-51.3,10.1,,,,,,,,,,,,,,,,,40.4,94,2023,-8.3,-13.4,19.5,45.4,83.4,2128,1.2,-40.9,14.2,88.9,1516,-12.4,-24.2,
Wantz, Andrew,681806,2022,.305,87.8,21.9,10.1,71.1,22.9,26.6,52.2,53.1,46.9,49.7,93.8,2365,-3,-13.6,28.8,81.3,2429,13.6,-40.7,5.7,86.9,1632,-10.8,-32.2,,,,,,,,,,,,15.9,87.9,2570,6.2,-31.7,,,,,,,65.6,92.3,2415,-0.8,-17.9,15.4,28.8,81.3,2429,13.6,-40.7,5.7,86.9,1632,-10.8,-32.2,
Vesia, Alex,681911,2022,.262,86.9,17.3,6.6,67.1,29.3,29.1,44.8,49.6,50.4,63,94.1,2323,5,-11.5,32.7,84.9,2415,-7.3,-34.6,4.3,85.5,1962,11.9,-25,,,,,,,,,,,,,,,,,,,,,,,63,94.1,2323,5,-11.5,20.2,32.7,84.9,2415,-7.3,-34.6,4.3,85.5,1962,11.9,-25,
Hill, Garrett,682051,2022,.364,88.8,18.7,9.5,67.3,13.8,26.6,33.1,52.3,47.7,39.7,92,2154,-9.5,-16.3,18.8,82.6,2527,6.1,-37.8,11.6,82.2,1368,-12.7,-35,10.3,77.1,2639,10,-58.2,15.7,19.5,91.7,2133,-12.9,-17.5,,,,,,,,,,,,59.3,91.9,2147,-10.6,-16.7,19.2,29.1,80.6,2566,7.5,-45.1,11.6,82.2,1368,-12.7,-35,
Murfee, Penn,682171,2022,.254,85.7,19.5,5.1,68,16.9,31.4,43.5,48.9,51.1,41.1,89,2278,-2.9,-26.7,51,79.7,2645,16.9,-40.9,,,,,,,,,,,,7.9,88.9,2069,-10.7,-33.1,,,,,,,,,,,,49,89,2244,-4.1,-27.7,9,51,79.7,2645,16.9,-40.9,,,,,,
Pepiot, Ryan,686752,2022,.321,89,24.2,10.2,62.9,24.8,26.4,34.5,56.4,43.6,56.2,93.9,2409,-9.9,-12.9,18.2,86.7,2693,7,-32.4,25.6,86.8,2374,-16.8,-29.8,,,,,,,,,,,,,,,,,,,,,,,56.2,93.9,2409,-9.9,-12.9,20.7,18.2,86.7,2693,7,-32.4,25.6,86.8,2374,-16.8,-29.8,
Brieske, Beau,689225,2022,.360,89.2,17.2,10.4,74.7,16.5,25.4,22.5,49,51,46.2,94.3,2375,-7.3,-13.3,20.7,86.2,2187,0.1,-29.9,22.1,82,2219,-15.4,-28,3.8,78.1,2262,3,-52,8.2,7.1,93.6,2391,-13.3,-17.1,,,,,,,,,,,,53.3,94.2,2377,-8.1,-13.8,19.3,24.6,84.9,2199,0.6,-33.4,22.1,82,2219,-15.4,-28,
Elder, Bryce,693821,2022,.319,88.2,8.8,5.8,66.1,12.4,29.5,43.2,56.7,43.3,0.6,91.6,2104,-8.1,-20.2,26.8,82.4,2413,0.5,-44.8,11.9,86,2111,-11.7,-32.8,0.1,78.6,2452,0.3,-46.8,2.4,42.3,90.7,1969,-14.5,-25,18.3,90.5,2153,-1.6,-19.3,,,,,,,61.2,90.6,2026,-10.6,-23.3,16.2,26.9,82.4,2413,0.5,-44.8,11.9,86,2111,-11.7,-32.8,
